UF,CÓDIGO DO MUNICÍPIO NO TSE,MUNICÍPIO, ELEITORADO 
SP,61115,ÁGUAS DE SÃO PEDRO," 3,825 "
SP,61131,AGUDOS," 30,093 "
SP,61581,ALAMBARI," 4,746 "
SP,61158,ALFREDO MARCONDES," 4,011 "
SP,61174,ALTAIR," 3,249 "
SP,61190,ALTINÓPOLIS," 11,968 "
SP,61212,ALTO ALEGRE," 3,682 "
SP,61220,ALUMÍNIO," 14,276 "
SP,61239,ÁLVARES FLORENCE," 3,835 "
SP,61255,ÁLVARES MACHADO," 18,947 "
SP,61271,ÁLVARO DE CARVALHO," 2,919 "
SP,61298,ALVINLÂNDIA," 2,715 "
SP,61310,AMERICANA," 175,416 "
SP,61336,AMÉRICO BRASILIENSE," 27,994 "
SP,61352,AMÉRICO DE CAMPOS," 4,969 "
SP,61379,AMPARO," 56,932 "
SP,61395,ANALÂNDIA," 4,609 "
SP,61417,ANDRADINA," 45,414 "
SP,61433,ANGATUBA," 18,339 "
SP,61450,ANHEMBI," 5,884 "
SP,61476,ANHUMAS," 3,411 "
SP,61492,APARECIDA," 28,293 "
SP,61514,APARECIDA D'OESTE," 4,025 "
SP,61530,APIAÍ," 20,655 "
SP,61263,ARAÇARIGUAMA," 16,978 "
SP,61557,ARAÇATUBA," 151,463 "
SP,61573,ARAÇOIABA DA SERRA," 23,766 "
SP,61590,ARAMINA," 4,665 "
SP,61611,ARANDU," 5,793 "
SP,61646,ARAPEÍ," 2,503 "
SP,61638,ARARAQUARA," 177,682 "
SP,61654,ARARAS," 99,659 "
SP,62065,ARCO-ÍRIS," 2,263 "
SP,61670,AREALVA," 6,278 "
SP,61697,AREIAS," 3,099 "
SP,61719,AREIÓPOLIS," 8,532 "
SP,61735,ARIRANHA," 7,031 "
SP,61751,ARTUR NOGUEIRA," 37,609 "
SP,61778,ARUJÁ," 68,888 "
SP,61522,ASPÁSIA," 1,909 "
SP,61794,ASSIS," 72,949 "
SP,61816,ATIBAIA," 114,773 "
SP,61832,AURIFLAMA," 10,752 "
SP,61859,AVAÍ," 4,038 "
SP,61875,AVANHANDAVA," 7,850 "
SP,61891,AVARÉ," 67,361 "
SP,61913,BADY BASSITT," 13,296 "
SP,61930,BALBINOS," 1,433 "
SP,61956,BÁLSAMO," 7,410 "
SP,61972,BANANAL," 8,718 "
SP,62014,BARÃO DE ANTONINA," 2,745 "
SP,61999,BARBOSA," 5,255 "
SP,62030,BARIRI," 25,208 "
SP,62057,BARRA BONITA," 30,171 "
SP,61360,BARRA DO CHAPÉU," 4,816 "
SP,62073,BARRA DO TURVO," 7,204 "
SP,62090,BARRETOS," 89,968 "
SP,62111,BARRINHA," 24,220 "
SP,62138,BARUERI," 261,428 "
SP,62154,BASTOS," 18,052 "
SP,62170,BATATAIS," 44,504 "
SP,62197,BAURU," 270,749 "
SP,62219,BEBEDOURO," 59,935 "
SP,62235,BENTO DE ABREU," 2,174 "
SP,62251,BERNARDINO DE CAMPOS," 8,459 "
SP,61280,BERTIOGA," 44,814 "
SP,62278,BILAC," 6,317 "
SP,62294,BIRIGUI," 88,550 "
SP,62316,BIRITIBA MIRIM," 23,613 "
SP,62332,BOA ESPERANÇA DO SUL," 10,287 "
SP,62359,BOCAINA," 9,134 "
SP,62375,BOFETE," 8,420 "
SP,62391,BOITUVA," 44,152 "
SP,62413,BOM JESUS DOS PERDÕES," 17,854 "
SP,61786,BOM SUCESSO DE ITARARÉ," 3,270 "
SP,62430,BORÁ," 1,061 "
SP,62456,BORACÉIA," 3,872 "
SP,62472,BORBOREMA," 11,659 "
SP,61026,BOREBI," 2,179 "
SP,62499,BOTUCATU," 101,025 "
SP,62510,BRAGANÇA PAULISTA," 131,200 "
SP,62553,BRAÚNA," 4,327 "
SP,62081,BREJO ALEGRE," 2,590 "
SP,62570,BRODOWSKI," 17,858 "
SP,62596,BROTAS," 18,692 "
SP,62618,BURI," 15,561 "
SP,62634,BURITAMA," 13,689 "
SP,62650,BURITIZAL," 3,741 "
SP,62677,CABRÁLIA PAULISTA," 3,372 "
SP,62693,CABREÚVA," 33,386 "
SP,62715,CAÇAPAVA," 73,416 "
SP,62731,CACHOEIRA PAULISTA," 25,479 "
SP,62758,CACONDE," 14,500 "
SP,62774,CAFELÂNDIA," 13,225 "
SP,62790,CAIABU," 3,256 "
SP,62812,CAIEIRAS," 67,960 "
SP,62839,CAIUÁ," 3,966 "
SP,62855,CAJAMAR," 64,881 "
SP,61484,CAJATI," 23,959 "
SP,62871,CAJOBI," 7,846 "
SP,62898,CAJURU," 19,232 "
SP,61506,CAMPINA DO MONTE ALEGRE," 4,875 "
SP,62910,CAMPINAS," 843,433 "
SP,62936,CAMPO LIMPO PAULISTA," 60,354 "
SP,62952,CAMPOS DO JORDÃO," 39,596 "
SP,62979,CAMPOS NOVOS PAULISTA," 3,807 "
SP,62995,CANANÉIA," 9,343 "
SP,62103,CANAS," 3,831 "
SP,63010,CÂNDIDO MOTA," 24,660 "
SP,63037,CÂNDIDO RODRIGUES," 2,612 "
SP,61344,CANITAR," 3,610 "
SP,63053,CAPÃO BONITO," 36,212 "
SP,63070,CAPELA DO ALTO," 14,708 "
SP,63096,CAPIVARI," 38,405 "
SP,63118,CARAGUATATUBA," 98,546 "
SP,63134,CARAPICUÍBA," 291,138 "
SP,63150,CARDOSO," 10,298 "
SP,63177,CASA BRANCA," 20,681 "
SP,63193,CÁSSIA DOS COQUEIROS," 2,819 "
SP,63215,CASTILHO," 15,785 "
SP,63231,CATANDUVA," 87,173 "
SP,63258,CATIGUÁ," 5,796 "
SP,63274,CEDRAL," 7,224 "
SP,63290,CERQUEIRA CÉSAR," 15,431 "
SP,63312,CERQUILHO," 36,106 "
SP,63339,CESÁRIO LANGE," 13,840 "
SP,63355,CHARQUEADA," 13,090 "
SP,63371,CHAVANTES," 8,489 "
SP,63398,CLEMENTINA," 5,466 "
SP,63410,COLINA," 14,825 "
SP,63436,COLÔMBIA," 5,812 "
SP,63452,CONCHAL," 21,972 "
SP,63479,CONCHAS," 13,614 "
SP,63495,CORDEIRÓPOLIS," 19,482 "
SP,63517,COROADOS," 4,197 "
SP,63533,CORONEL MACEDO," 3,837 "
SP,63550,CORUMBATAÍ," 3,430 "
SP,63576,COSMÓPOLIS," 45,823 "
SP,63592,COSMORAMA," 6,886 "
SP,63614,COTIA," 174,356 "
SP,63630,CRAVINHOS," 26,358 "
SP,63657,CRISTAIS PAULISTA," 7,325 "
SP,63673,CRUZÁLIA," 2,008 "
SP,63690,CRUZEIRO," 59,843 "
SP,63711,CUBATÃO," 93,658 "
SP,63738,CUNHA," 16,842 "
SP,63754,DESCALVADO," 24,626 "
SP,63770,DIADEMA," 329,171 "
SP,61123,DIRCE REIS," 1,650 "
SP,63797,DIVINOLÂNDIA," 9,453 "
SP,63819,DOBRADA," 6,396 "
SP,63835,DOIS CÓRREGOS," 19,774 "
SP,63851,DOLCINÓPOLIS," 2,240 "
SP,63878,DOURADO," 7,374 "
SP,63894,DRACENA," 35,206 "
SP,63916,DUARTINA," 10,453 "
SP,63932,DUMONT," 6,984 "
SP,63959,ECHAPORÃ," 5,290 "
SP,63975,ELDORADO," 11,635 "
SP,63991,ELIAS FAUSTO," 14,004 "
SP,61760,ELISIÁRIO," 2,694 "
SP,61182,EMBAÚBA," 2,415 "
SP,64017,EMBU DAS ARTES," 189,289 "
SP,64033,EMBU-GUAÇU," 56,079 "
SP,61387,EMILIANÓPOLIS," 2,698 "
SP,61689,ENGENHEIRO COELHO," 14,935 "
SP,68659,ESPÍRITO SANTO DO PINHAL," 33,790 "
SP,61140,ESPÍRITO SANTO DO TURVO," 3,448 "
SP,61662,ESTIVA GERBI," 9,209 "
SP,64076,ESTRELA DO NORTE," 2,549 "
SP,64050,ESTRELA D'OESTE," 7,234 "
SP,61000,EUCLIDES DA CUNHA PAULISTA," 7,137 "
SP,64092,FARTURA," 13,359 "
SP,64130,FERNANDO PRESTES," 5,027 "
SP,64114,FERNANDÓPOLIS," 53,849 "
SP,62286,FERNÃO," 1,572 "
SP,64157,FERRAZ DE VASCONCELOS," 130,570 "
SP,64173,FLORA RICA," 1,619 "
SP,64190,FLOREAL," 2,573 "
SP,64211,FLÓRIDA PAULISTA," 8,087 "
SP,64238,FLORÍNEA," 2,784 "
SP,64254,FRANCA," 238,124 "
SP,64270,FRANCISCO MORATO," 126,392 "
SP,64297,FRANCO DA ROCHA," 99,741 "
SP,64319,GABRIEL MONTEIRO," 2,478 "
SP,64335,GÁLIA," 5,319 "
SP,64351,GARÇA," 35,530 "
SP,64378,GASTÃO VIDIGAL," 2,835 "
SP,62308,GAVIÃO PEIXOTO," 4,050 "
SP,64394,GENERAL SALGADO," 8,304 "
SP,64416,GETULINA," 8,120 "
SP,64432,GLICÉRIO," 3,931 "
SP,64459,GUAIÇARA," 8,668 "
SP,64475,GUAIMBÊ," 4,755 "
SP,64491,GUAÍRA," 30,530 "
SP,64513,GUAPIAÇU," 14,890 "
SP,64530,GUAPIARA," 15,004 "
SP,64556,GUARÁ," 13,777 "
SP,64572,GUARAÇAÍ," 6,765 "
SP,64599,GUARACI," 8,433 "
SP,64610,GUARANI D'OESTE," 1,573 "
SP,64637,GUARANTÃ," 5,195 "
SP,64653,GUARARAPES," 22,632 "
SP,64670,GUARAREMA," 24,594 "
SP,64696,GUARATINGUETÁ," 94,174 "
SP,64718,GUAREÍ," 9,448 "
SP,64734,GUARIBA," 29,008 "
SP,64750,GUARUJÁ," 224,819 "
SP,64777,GUARULHOS," 872,880 "
SP,61107,GUATAPARÁ," 5,713 "
SP,64793,GUZOLÂNDIA," 3,506 "
SP,64815,HERCULÂNDIA," 7,209 "
SP,61743,HOLAMBRA," 11,751 "
SP,61727,HORTOLÂNDIA," 157,960 "
SP,64831,IACANGA," 8,609 "
SP,64858,IACRI," 5,179 "
SP,61085,IARAS," 4,523 "
SP,64874,IBATÉ," 25,495 "
SP,64890,IBIRÁ," 9,254 "
SP,64912,IBIRAREMA," 5,120 "
SP,64939,IBITINGA," 43,979 "
SP,64955,IBIÚNA," 62,394 "
SP,64971,ICÉM," 6,327 "
SP,64998,IEPÊ," 6,353 "
SP,65013,IGARAÇU DO TIETÊ," 18,712 "
SP,65030,IGARAPAVA," 21,474 "
SP,65056,IGARATÁ," 8,874 "
SP,65072,IGUAPE," 23,347 "
SP,62006,ILHA COMPRIDA," 12,383 "
SP,61204,ILHA SOLTEIRA," 21,796 "
SP,65099,ILHABELA," 27,757 "
SP,65110,INDAIATUBA," 177,168 "
SP,65137,INDIANA," 3,861 "
SP,65153,INDIAPORÃ," 2,871 "
SP,65170,INÚBIA PAULISTA," 2,973 "
SP,65196,IPAUSSU," 10,709 "
SP,65218,IPERÓ," 20,520 "
SP,65234,IPEÚNA," 5,399 "
SP,62243,IPIGUÁ," 4,230 "
SP,65250,IPORANGA," 3,428 "
SP,65277,IPUÃ," 11,388 "
SP,65293,IRACEMÁPOLIS," 17,717 "
SP,65315,IRAPUÃ," 5,730 "
SP,65331,IRAPURU," 5,104 "
SP,65358,ITABERÁ," 14,108 "
SP,65374,ITAÍ," 17,350 "
SP,65390,ITAJOBI," 12,578 "
SP,65412,ITAJU," 3,150 "
SP,65439,ITANHAÉM," 81,271 "
SP,61603,ITAOCA," 3,057 "
SP,65455,ITAPECERICA DA SERRA," 119,107 "
SP,65471,ITAPETININGA," 114,782 "
SP,65498,ITAPEVA," 71,587 "
SP,65510,ITAPEVI," 153,444 "
SP,65536,ITAPIRA," 56,941 "
SP,61948,ITAPIRAPUÃ PAULISTA," 3,283 "
SP,65552,ITÁPOLIS," 31,422 "
SP,65579,ITAPORANGA," 11,476 "
SP,65595,ITAPUÍ," 9,922 "
SP,65617,ITAPURA," 3,847 "
SP,65633,ITAQUAQUECETUBA," 239,226 "
SP,65650,ITARARÉ," 36,274 "
SP,65676,ITARIRI," 9,751 "
SP,65692,ITATIBA," 82,243 "
SP,65714,ITATINGA," 13,597 "
SP,65730,ITIRAPINA," 9,985 "
SP,65757,ITIRAPUÃ," 5,028 "
SP,65773,ITOBI," 6,265 "
SP,65790,ITU," 121,190 "
SP,65811,ITUPEVA," 41,560 "
SP,65838,ITUVERAVA," 30,230 "
SP,65854,JABORANDI," 5,135 "
SP,65870,JABOTICABAL," 54,664 "
SP,65897,JACAREÍ," 171,850 "
SP,65919,JACI," 5,678 "
SP,65935,JACUPIRANGA," 13,554 "
SP,65951,JAGUARIÚNA," 42,996 "
SP,65978,JALES," 38,520 "
SP,65994,JAMBEIRO," 4,859 "
SP,66010,JANDIRA," 79,853 "
SP,66036,JARDINÓPOLIS," 29,772 "
SP,66052,JARINU," 24,910 "
SP,66079,JAÚ," 103,540 "
SP,66095,JERIQUARA," 2,965 "
SP,66117,JOANÓPOLIS," 9,928 "
SP,66133,JOÃO RAMALHO," 3,319 "
SP,66150,JOSÉ BONIFÁCIO," 28,282 "
SP,66176,JÚLIO MESQUITA," 3,732 "
SP,62324,JUMIRIM," 2,386 "
SP,66192,JUNDIAÍ," 314,875 "
SP,66214,JUNQUEIRÓPOLIS," 13,671 "
SP,66230,JUQUIÁ," 17,075 "
SP,66257,JUQUITIBA," 23,719 "
SP,66273,LAGOINHA," 5,175 "
SP,66290,LARANJAL PAULISTA," 21,913 "
SP,66311,LAVÍNIA," 3,977 "
SP,66338,LAVRINHAS," 6,172 "
SP,66354,LEME," 74,682 "
SP,66370,LENÇÓIS PAULISTA," 50,506 "
SP,66397,LIMEIRA," 226,627 "
SP,66419,LINDÓIA," 5,831 "
SP,66435,LINS," 58,106 "
SP,66451,LORENA," 64,197 "
SP,62022,LOURDES," 1,962 "
SP,66478,LOUVEIRA," 34,897 "
SP,66494,LUCÉLIA," 13,297 "
SP,66516,LUCIANÓPOLIS," 2,102 "
SP,66532,LUÍS ANTÔNIO," 9,965 "
SP,66559,LUIZIÂNIA," 3,977 "
SP,66575,LUPÉRCIO," 3,466 "
SP,66591,LUTÉCIA," 2,484 "
SP,66613,MACATUBA," 13,162 "
SP,66630,MACAUBAL," 6,110 "
SP,66656,MACEDÔNIA," 3,452 "
SP,66672,MAGDA," 2,656 "
SP,66699,MAIRINQUE," 39,215 "
SP,66710,MAIRIPORÃ," 63,775 "
SP,66737,MANDURI," 7,420 "
SP,66753,MARABÁ PAULISTA," 3,186 "
SP,66770,MARACAÍ," 10,872 "
SP,61867,MARAPOAMA," 2,804 "
SP,66796,MARIÁPOLIS," 3,030 "
SP,66818,MARÍLIA," 178,917 "
SP,66834,MARINÓPOLIS," 1,818 "
SP,66850,MARTINÓPOLIS," 17,513 "
SP,66877,MATÃO," 65,683 "
SP,66893,MAUÁ," 306,518 "
SP,66915,MENDONÇA," 4,730 "
SP,66931,MERIDIANO," 3,510 "
SP,61964,MESÓPOLIS," 1,775 "
SP,66958,MIGUELÓPOLIS," 14,313 "
SP,66974,MINEIROS DO TIETÊ," 9,305 "
SP,67016,MIRA ESTRELA," 2,761 "
SP,66990,MIRACATU," 16,809 "
SP,67032,MIRANDÓPOLIS," 20,080 "
SP,67059,MIRANTE DO PARANAPANEMA," 13,145 "
SP,67075,MIRASSOL," 44,262 "
SP,67091,MIRASSOLÂNDIA," 3,922 "
SP,67113,MOCOCA," 52,878 "
SP,67130,MOGI DAS CRUZES," 319,826 "
SP,67156,MOGI GUAÇU," 117,152 "
SP,67172,MOGI MIRIM," 70,434 "
SP,67199,MOMBUCA," 3,240 "
SP,67210,MONÇÕES," 2,025 "
SP,67237,MONGAGUÁ," 47,506 "
SP,67253,MONTE ALEGRE DO SUL," 6,465 "
SP,67270,MONTE ALTO," 37,998 "
SP,67296,MONTE APRAZÍVEL," 17,800 "
SP,67318,MONTE AZUL PAULISTA," 13,785 "
SP,67334,MONTE CASTELO," 3,459 "
SP,67377,MONTE MOR," 45,959 "
SP,67350,MONTEIRO LOBATO," 3,869 "
SP,67393,MORRO AGUDO," 20,833 "
SP,67415,MORUNGABA," 10,673 "
SP,61069,MOTUCA," 3,594 "
SP,67431,MURUTINGA DO SUL," 3,506 "
SP,62340,NANTES," 2,332 "
SP,67458,NARANDIBA," 4,329 "
SP,67474,NATIVIDADE DA SERRA," 6,016 "
SP,67490,NAZARÉ PAULISTA," 14,889 "
SP,67512,NEVES PAULISTA," 7,664 "
SP,67539,NHANDEARA," 7,590 "
SP,67555,NIPOÃ," 3,974 "
SP,67571,NOVA ALIANÇA," 5,074 "
SP,61980,NOVA CAMPINA," 7,077 "
SP,61425,NOVA CANAÃ PAULISTA," 2,062 "
SP,62367,NOVA CASTILHO," 1,230 "
SP,67598,NOVA EUROPA," 7,745 "
SP,67610,NOVA GRANADA," 15,813 "
SP,67636,NOVA GUATAPORANGA," 2,005 "
SP,67652,NOVA INDEPENDÊNCIA," 3,146 "
SP,67679,NOVA LUZITÂNIA," 2,679 "
SP,67695,NOVA ODESSA," 46,731 "
SP,61409,NOVAIS," 3,580 "
SP,67717,NOVO HORIZONTE," 30,038 "
SP,67733,NUPORANGA," 5,850 "
SP,67750,OCAUÇU," 3,215 "
SP,67776,ÓLEO," 2,566 "
SP,67792,OLÍMPIA," 42,922 "
SP,67814,ONDA VERDE," 4,033 "
SP,67830,ORIENTE," 4,930 "
SP,67857,ORINDIÚVA," 5,015 "
SP,67873,ORLÂNDIA," 31,399 "
SP,67890,OSASCO," 567,361 "
SP,67911,OSCAR BRESSANE," 2,543 "
SP,67938,OSVALDO CRUZ," 24,655 "
SP,67954,OURINHOS," 80,304 "
SP,67970,OURO VERDE," 6,139 "
SP,62383,OUROESTE," 7,229 "
SP,67997,PACAEMBU," 8,823 "
SP,68012,PALESTINA," 9,238 "
SP,68039,PALMARES PAULISTA," 7,855 "
SP,68055,PALMEIRA D'OESTE," 7,941 "
SP,68071,PALMITAL," 17,236 "
SP,68098,PANORAMA," 10,777 "
SP,68110,PARAGUAÇU PAULISTA," 32,387 "
SP,68136,PARAIBUNA," 14,001 "
SP,68152,PARAÍSO," 4,400 "
SP,68179,PARANAPANEMA," 14,248 "
SP,68195,PARANAPUÃ," 3,371 "
SP,68217,PARAPUÃ," 8,349 "
SP,68233,PARDINHO," 5,491 "
SP,68250,PARIQUERA-AÇU," 15,426 "
SP,61824,PARISI," 2,608 "
SP,68276,PATROCÍNIO PAULISTA," 10,672 "
SP,68292,PAULICÉIA," 5,894 "
SP,68314,PAULÍNIA," 79,885 "
SP,62405,PAULISTÂNIA," 1,849 "
SP,68330,PAULO DE FARIA," 6,465 "
SP,68357,PEDERNEIRAS," 34,102 "
SP,68373,PEDRA BELA," 5,154 "
SP,68390,PEDRANÓPOLIS," 2,300 "
SP,68411,PEDREGULHO," 11,455 "
SP,68438,PEDREIRA," 34,887 "
SP,61247,PEDRINHAS PAULISTA," 2,837 "
SP,68454,PEDRO DE TOLEDO," 8,420 "
SP,68470,PENÁPOLIS," 47,097 "
SP,68497,PEREIRA BARRETO," 20,422 "
SP,68519,PEREIRAS," 6,699 "
SP,68535,PERUÍBE," 59,352 "
SP,68551,PIACATU," 4,593 "
SP,68578,PIEDADE," 42,730 "
SP,68594,PILAR DO SUL," 22,494 "
SP,68616,PINDAMONHANGABA," 118,620 "
SP,68632,PINDORAMA," 11,473 "
SP,68675,PINHALZINHO," 11,659 "
SP,68691,PIQUEROBI," 2,903 "
SP,68713,PIQUETE," 9,773 "
SP,68730,PIRACAIA," 22,348 "
SP,68756,PIRACICABA," 290,998 "
SP,68772,PIRAJU," 23,735 "
SP,68799,PIRAJUÍ," 16,225 "
SP,68810,PIRANGI," 8,602 "
SP,68837,PIRAPORA DO BOM JESUS," 12,870 "
SP,68853,PIRAPOZINHO," 21,029 "
SP,68870,PIRASSUNUNGA," 58,734 "
SP,68896,PIRATININGA," 9,218 "
SP,68918,PITANGUEIRAS," 26,608 "
SP,68934,PLANALTO," 4,177 "
SP,68950,PLATINA," 2,752 "
SP,68977,POÁ," 93,853 "
SP,68993,POLONI," 4,566 "
SP,69019,POMPÉIA," 16,691 "
SP,69035,PONGAÍ," 3,117 "
SP,69051,PONTAL," 29,359 "
SP,61808,PONTALINDA," 3,336 "
SP,69078,PONTES GESTAL," 2,395 "
SP,69094,POPULINA," 3,759 "
SP,69116,PORANGABA," 7,180 "
SP,69132,PORTO FELIZ," 41,617 "
SP,69159,PORTO FERREIRA," 42,059 "
SP,61565,POTIM," 12,796 "
SP,69175,POTIRENDABA," 12,808 "
SP,62120,PRACINHA," 1,300 "
SP,69191,PRADÓPOLIS," 13,831 "
SP,69213,PRAIA GRANDE," 226,260 "
SP,62146,PRATÂNIA," 4,806 "
SP,69230,PRESIDENTE ALVES," 3,499 "
SP,69256,PRESIDENTE BERNARDES," 11,260 "
SP,69272,PRESIDENTE EPITÁCIO," 31,844 "
SP,69299,PRESIDENTE PRUDENTE," 178,309 "
SP,69310,PRESIDENTE VENCESLAU," 29,040 "
SP,69337,PROMISSÃO," 28,223 "
SP,62162,QUADRA," 3,736 "
SP,69353,QUATÁ," 9,914 "
SP,69370,QUEIROZ," 3,306 "
SP,69396,QUELUZ," 6,923 "
SP,69418,QUINTANA," 5,398 "
SP,69434,RAFARD," 7,338 "
SP,69450,RANCHARIA," 24,417 "
SP,69477,REDENÇÃO DA SERRA," 4,246 "
SP,69493,REGENTE FEIJÓ," 14,741 "
SP,69515,REGINÓPOLIS," 4,745 "
SP,69531,REGISTRO," 47,115 "
SP,69558,RESTINGA," 6,730 "
SP,69574,RIBEIRA," 3,067 "
SP,69590,RIBEIRÃO BONITO," 9,055 "
SP,69612,RIBEIRÃO BRANCO," 14,914 "
SP,69639,RIBEIRÃO CORRENTE," 4,142 "
SP,69655,RIBEIRÃO DO SUL," 3,685 "
SP,62421,RIBEIRÃO DOS ÍNDIOS," 1,861 "
SP,61700,RIBEIRÃO GRANDE," 6,568 "
SP,69671,RIBEIRÃO PIRES," 90,484 "
SP,69698,RIBEIRÃO PRETO," 441,845 "
SP,69736,RIFAINA," 4,352 "
SP,69752,RINCÃO," 7,715 "
SP,69779,RINÓPOLIS," 7,678 "
SP,69795,RIO CLARO," 154,981 "
SP,69817,RIO DAS PEDRAS," 24,265 "
SP,69833,RIO GRANDE DA SERRA," 35,384 "
SP,69850,RIOLÂNDIA," 7,287 "
SP,69710,RIVERSUL," 4,645 "
SP,61166,ROSANA," 15,476 "
SP,69876,ROSEIRA," 8,476 "
SP,69892,RUBIÁCEA," 2,220 "
SP,69914,RUBINÉIA," 3,202 "
SP,69930,SABINO," 4,665 "
SP,69957,SAGRES," 2,077 "
SP,69973,SALES," 5,145 "
SP,69990,SALES OLIVEIRA," 8,151 "
SP,70017,SALESÓPOLIS," 15,239 "
SP,70033,SALMOURÃO," 4,032 "
SP,61441,SALTINHO," 6,664 "
SP,70050,SALTO," 94,156 "
SP,70076,SALTO DE PIRAPORA," 29,154 "
SP,70092,SALTO GRANDE," 6,166 "
SP,70114,SANDOVALINA," 3,496 "
SP,70130,SANTA ADÉLIA," 11,813 "
SP,70157,SANTA ALBERTINA," 5,140 "
SP,70173,SANTA BÁRBARA D'OESTE," 143,648 "
SP,70211,SANTA BRANCA," 12,282 "
SP,70238,SANTA CLARA D'OESTE," 2,405 "
SP,70254,SANTA CRUZ DA CONCEIÇÃO," 4,071 "
SP,62189,SANTA CRUZ DA ESPERANÇA," 2,208 "
SP,70270,SANTA CRUZ DAS PALMEIRAS," 20,827 "
SP,70297,SANTA CRUZ DO RIO PARDO," 35,412 "
SP,70319,SANTA ERNESTINA," 4,976 "
SP,70335,SANTA FÉ DO SUL," 26,767 "
SP,70351,SANTA GERTRUDES," 17,917 "
SP,70378,SANTA ISABEL," 42,613 "
SP,70394,SANTA LÚCIA," 6,885 "
SP,70416,SANTA MARIA DA SERRA," 4,137 "
SP,70432,SANTA MERCEDES," 2,742 "
SP,70513,SANTA RITA DO PASSA QUATRO," 19,670 "
SP,70491,SANTA RITA D'OESTE," 2,480 "
SP,70530,SANTA ROSA DE VITERBO," 19,726 "
SP,62200,SANTA SALETE," 1,742 "
SP,70459,SANTANA DA PONTE PENSA," 1,606 "
SP,70475,SANTANA DE PARNAÍBA," 92,251 "
SP,70556,SANTO ANASTÁCIO," 14,963 "
SP,70572,SANTO ANDRÉ," 568,760 "
SP,70599,SANTO ANTÔNIO DA ALEGRIA," 5,219 "
SP,70610,SANTO ANTÔNIO DE POSSE," 16,831 "
SP,61328,SANTO ANTÔNIO DO ARACANGUÁ," 6,951 "
SP,70637,SANTO ANTÔNIO DO JARDIM," 5,432 "
SP,70653,SANTO ANTÔNIO DO PINHAL," 6,231 "
SP,70670,SANTO EXPEDITO," 2,713 "
SP,70696,SANTÓPOLIS DO AGUAPEÍ," 3,234 "
SP,70718,SANTOS," 341,867 "
SP,70734,SÃO BENTO DO SAPUCAÍ," 9,460 "
SP,70750,SÃO BERNARDO DO CAMPO," 620,181 "
SP,70777,SÃO CAETANO DO SUL," 142,528 "
SP,70793,SÃO CARLOS," 186,863 "
SP,70815,SÃO FRANCISCO," 2,568 "
SP,70831,SÃO JOÃO DA BOA VISTA," 70,161 "
SP,70858,SÃO JOÃO DAS DUAS PONTES," 2,277 "
SP,61883,SÃO JOÃO DE IRACEMA," 1,649 "
SP,70874,SÃO JOÃO DO PAU D'ALHO," 2,013 "
SP,70890,SÃO JOAQUIM DA BARRA," 37,768 "
SP,70912,SÃO JOSÉ DA BELA VISTA," 6,864 "
SP,70939,SÃO JOSÉ DO BARREIRO," 3,743 "
SP,70955,SÃO JOSÉ DO RIO PARDO," 42,544 "
SP,70971,SÃO JOSÉ DO RIO PRETO," 332,540 "
SP,70998,SÃO JOSÉ DOS CAMPOS," 540,501 "
SP,61905,SÃO LOURENÇO DA SERRA," 12,168 "
SP,71013,SÃO LUÍS DO PARAITINGA," 9,796 "
SP,71030,SÃO MANUEL," 31,144 "
SP,71056,SÃO MIGUEL ARCANJO," 25,409 "
SP,71072,SÃO PAULO," 8,986,687 "
SP,71099,SÃO PEDRO," 26,120 "
SP,71110,SÃO PEDRO DO TURVO," 5,673 "
SP,71137,SÃO ROQUE," 62,027 "
SP,71153,SÃO SEBASTIÃO," 63,747 "
SP,71170,SÃO SEBASTIÃO DA GRAMA," 8,340 "
SP,71196,SÃO SIMÃO," 12,111 "
SP,71218,SÃO VICENTE," 252,146 "
SP,71234,SARAPUÍ," 7,434 "
SP,71250,SARUTAIÁ," 3,173 "
SP,71277,SEBASTIANÓPOLIS DO SUL," 3,014 "
SP,71293,SERRA AZUL," 7,421 "
SP,71331,SERRA NEGRA," 23,069 "
SP,71315,SERRANA," 33,962 "
SP,71358,SERTÃOZINHO," 95,006 "
SP,71374,SETE BARRAS," 11,168 "
SP,71390,SEVERÍNIA," 12,228 "
SP,71412,SILVEIRAS," 5,301 "
SP,71439,SOCORRO," 31,015 "
SP,71455,SOROCABA," 485,962 "
SP,71471,SUD MENNUCCI," 6,279 "
SP,71498,SUMARÉ," 189,410 "
SP,61301,SUZANÁPOLIS," 2,965 "
SP,71510,SUZANO," 217,959 "
SP,71536,TABAPUÃ," 9,276 "
SP,71552,TABATINGA," 11,621 "
SP,71579,TABOÃO DA SERRA," 217,479 "
SP,71595,TACIBA," 4,768 "
SP,71617,TAGUAÍ," 9,169 "
SP,71633,TAIAÇU," 4,823 "
SP,71650,TAIÚVA," 4,716 "
SP,71676,TAMBAÚ," 15,564 "
SP,71692,TANABI," 20,661 "
SP,71714,TAPIRAÍ," 6,478 "
SP,71730,TAPIRATIBA," 10,426 "
SP,62260,TAQUARAL," 2,299 "
SP,71757,TAQUARITINGA," 40,594 "
SP,71773,TAQUARITUBA," 16,998 "
SP,61840,TAQUARIVAÍ," 4,959 "
SP,71790,TARABAI," 5,584 "
SP,61042,TARUMÃ," 11,566 "
SP,71811,TATUÍ," 90,608 "
