Ranking IDHM 2010,Município,IDHM 2010,"IDHM 
Renda 
2010",IDHM Longevidade 2010,IDHM Educação 2010
1990,Jerônimo Monteiro (ES),"0,698","0,685","0,844","0,589"
1991,Fazenda Vilanova (RS),"0,698","0,726","0,841","0,557"
1992,Nova América da Colina (PR),"0,698","0,655","0,809","0,643"
1993,Guapimirim (RJ),"0,698","0,692","0,812","0,604"
1994,Abaeté (MG),"0,698","0,720","0,848","0,556"
1995,Camaquã (RS),"0,697","0,715","0,819","0,578"
1996,Aparecida do Taboado (MS),"0,697","0,717","0,804","0,588"
1997,Miracatu (SP),"0,697","0,645","0,803","0,655"
1998,Areias (SP),"0,697","0,627","0,803","0,672"
1999,Pinhalão (PR),"0,697","0,679","0,828","0,601"
2000,Soledade de Minas (MG),"0,697","0,673","0,831","0,606"
2001,Damolândia (GO),"0,697","0,688","0,819","0,600"
2002,João Pinheiro (MG),"0,697","0,683","0,788","0,630"
2003,Potim (SP),"0,697","0,651","0,806","0,646"
2004,Aloândia (GO),"0,697","0,694","0,834","0,585"
2005,Cambará do Sul (RS),"0,697","0,705","0,838","0,574"
2006,Maratá (RS),"0,697","0,729","0,862","0,540"
2007,Ingaí (MG),"0,697","0,694","0,858","0,569"
2008,Angélica (MS),"0,697","0,692","0,839","0,582"
2009,Caiuá (SP),"0,697","0,665","0,802","0,635"
2010,Fátima (TO),"0,697","0,653","0,813","0,638"
2011,Combinado (TO),"0,697","0,649","0,815","0,639"
2012,Canelinha (SC),"0,697","0,723","0,865","0,542"
2013,Dona Francisca (RS),"0,697","0,718","0,831","0,568"
2014,Comendador Gomes (MG),"0,697","0,703","0,850","0,566"
2015,Porciúncula (RJ),"0,697","0,698","0,802","0,606"
2016,Guzolândia (SP),"0,697","0,676","0,808","0,621"
2017,Petrolina (PE),"0,697","0,695","0,799","0,611"
2018,São Luís do Paraitinga (SP),"0,697","0,691","0,826","0,593"
2019,Arantina (MG),"0,697","0,633","0,834","0,641"
2020,São Miguel do Passa Quatro (GO),"0,697","0,681","0,802","0,619"
2021,Carandaí (MG),"0,697","0,663","0,821","0,622"
2022,Turvânia (GO),"0,697","0,679","0,820","0,609"
2023,Tapira (PR),"0,697","0,689","0,794","0,619"
2024,Manhumirim (MG),"0,697","0,679","0,846","0,589"
2025,Bom Jesus do Sul (PR),"0,697","0,640","0,805","0,656"
2026,Guapó (GO),"0,697","0,708","0,826","0,580"
2027,Rio das Antas (SC),"0,697","0,727","0,820","0,569"
2028,Santo Antônio do Caiuá (PR),"0,696","0,650","0,820","0,632"
2029,Balneário Pinhal (RS),"0,696","0,710","0,836","0,567"
2030,Coronel Martins (SC),"0,696","0,678","0,816","0,609"
2031,Bom Jardim da Serra (SC),"0,696","0,710","0,835","0,568"
2032,Abelardo Luz (SC),"0,696","0,684","0,852","0,578"
2033,Santa Izabel do Oeste (PR),"0,696","0,677","0,826","0,603"
2034,Japira (PR),"0,696","0,675","0,827","0,603"
2035,Janiópolis (PR),"0,696","0,688","0,826","0,593"
2036,Barbosa Ferraz (PR),"0,696","0,667","0,808","0,625"
2037,Balsa Nova (PR),"0,696","0,707","0,823","0,579"
2038,Alto Paraná (PR),"0,696","0,679","0,846","0,587"
2039,São Jerônimo (RS),"0,696","0,734","0,822","0,560"
2040,Pracinha (SP),"0,696","0,658","0,814","0,629"
2041,Pedro de Toledo (SP),"0,696","0,654","0,812","0,634"
2042,Brasnorte (MT),"0,696","0,695","0,850","0,571"
2043,Cruzeiro da Fortaleza (MG),"0,696","0,720","0,832","0,562"
2044,Estrela do Sul (MG),"0,696","0,694","0,840","0,579"
2045,Fortuna de Minas (MG),"0,696","0,651","0,845","0,613"
2046,Ipiaçu (MG),"0,696","0,680","0,814","0,610"
2047,Espírito Santo do Turvo (SP),"0,696","0,675","0,819","0,609"
2048,Janaúba (MG),"0,696","0,654","0,796","0,649"
2049,Morada Nova de Minas (MG),"0,696","0,688","0,830","0,590"
2050,Serra do Salitre (MG),"0,696","0,722","0,852","0,549"
2051,Tocos do Moji (MG),"0,696","0,661","0,808","0,631"
2052,Turvolândia (MG),"0,696","0,707","0,829","0,576"
2053,Vargem Bonita (MG),"0,696","0,667","0,847","0,597"
2054,Marataízes (ES),"0,696","0,676","0,847","0,588"
2055,Marilândia (ES),"0,696","0,668","0,823","0,612"
2056,Carmo (RJ),"0,696","0,683","0,813","0,608"
2057,Ipiranga de Goiás (GO),"0,696","0,643","0,816","0,642"
2058,Moiporá (GO),"0,696","0,652","0,818","0,632"
2059,Tuneiras do Oeste (PR),"0,695","0,662","0,805","0,629"
2060,Araçaí (MG),"0,695","0,659","0,805","0,632"
2061,Capim Branco (MG),"0,695","0,664","0,837","0,604"
2062,Morro Agudo de Goiás (GO),"0,695","0,644","0,826","0,630"
2063,Areiópolis (SP),"0,695","0,686","0,823","0,594"
2064,Iraí de Minas (MG),"0,695","0,705","0,847","0,563"
2065,Prata (MG),"0,695","0,736","0,852","0,536"
2066,Anahy (PR),"0,695","0,671","0,844","0,593"
2067,Sarandi (PR),"0,695","0,681","0,850","0,579"
2068,Cruzília (MG),"0,695","0,671","0,853","0,587"
2069,Elias Fausto (SP),"0,695","0,701","0,822","0,583"
2070,Carangola (MG),"0,695","0,699","0,837","0,573"
2071,Ouro Verde (SC),"0,695","0,696","0,790","0,611"
2072,São João do Sul (SC),"0,695","0,682","0,840","0,587"
2073,Cristiano Otoni (MG),"0,695","0,651","0,823","0,626"
2074,Alegria (RS),"0,695","0,717","0,818","0,572"
2075,Tabaporã (MT),"0,695","0,679","0,826","0,598"
2076,Pinhal de São Bento (PR),"0,695","0,669","0,801","0,626"
2077,Tapes (RS),"0,695","0,699","0,862","0,556"
2078,José Boiteux (SC),"0,694","0,689","0,841","0,578"
2079,Campo Alegre de Goiás (GO),"0,694","0,702","0,811","0,586"
2080,Camaçari (BA),"0,694","0,681","0,798","0,616"
2081,Astolfo Dutra (MG),"0,694","0,686","0,858","0,567"
2082,Piên (PR),"0,694","0,677","0,802","0,616"
2083,São João da Urtiga (RS),"0,694","0,702","0,828","0,575"
2084,Heitoraí (GO),"0,694","0,661","0,814","0,620"
2085,Paraopeba (MG),"0,694","0,674","0,793","0,625"
2086,Juazeiro do Norte (CE),"0,694","0,644","0,810","0,642"
2087,Arvorezinha (RS),"0,694","0,713","0,817","0,575"
2088,Deodápolis (MS),"0,694","0,693","0,810","0,595"
2089,Santana de Cataguases (MG),"0,694","0,643","0,793","0,655"
2090,Clevelândia (PR),"0,694","0,718","0,813","0,573"
2091,Goianira (GO),"0,694","0,674","0,831","0,596"
2092,Abdon Batista (SC),"0,694","0,660","0,812","0,625"
2093,Nova Alvorada do Sul (MS),"0,694","0,746","0,809","0,554"
2094,Itambaracá (PR),"0,694","0,664","0,789","0,639"
2095,Urubici (SC),"0,694","0,722","0,823","0,562"
2096,Tupanci do Sul (RS),"0,694","0,688","0,818","0,595"
2097,Muqui (ES),"0,694","0,673","0,802","0,619"
2098,Coqueiral (MG),"0,694","0,663","0,838","0,601"
2099,São José do Seridó (RN),"0,694","0,634","0,815","0,647"
2100,Governador Lindenberg (ES),"0,694","0,669","0,823","0,608"
2101,Cajati (SP),"0,694","0,658","0,832","0,611"
2102,Cabrália Paulista (SP),"0,694","0,667","0,811","0,619"
2103,Agudo (RS),"0,694","0,752","0,847","0,524"
2104,Pequeri (MG),"0,694","0,692","0,868","0,557"
2105,Itaboraí (RJ),"0,693","0,690","0,813","0,593"
2106,Guimarânia (MG),"0,693","0,681","0,825","0,592"
2107,Aparecida do Rio Doce (GO),"0,693","0,700","0,814","0,583"
2108,Senador Salgado Filho (RS),"0,693","0,701","0,817","0,581"
2109,Aporé (GO),"0,693","0,692","0,823","0,584"
2110,Itarumã (GO),"0,693","0,769","0,861","0,503"
2111,Paraty (RJ),"0,693","0,726","0,842","0,544"
2112,São Patrício (GO),"0,693","0,668","0,833","0,597"
2113,Independência (RS),"0,693","0,711","0,813","0,576"
2114,Araçu (GO),"0,693","0,686","0,838","0,578"
2115,Lagoinha (SP),"0,693","0,686","0,797","0,609"
2116,Sulina (PR),"0,693","0,684","0,854","0,570"
2117,Guairaçá (PR),"0,693","0,698","0,829","0,574"
2118,Rianápolis (GO),"0,693","0,674","0,840","0,587"
2119,Natércia (MG),"0,693","0,677","0,805","0,612"
2120,Ipanema (MG),"0,693","0,670","0,848","0,586"
2121,Porto Lucena (RS),"0,693","0,700","0,827","0,575"
2122,Itiquira (MT),"0,693","0,694","0,812","0,591"
2123,Pirenópolis (GO),"0,693","0,678","0,813","0,604"
2124,Ponte Serrada (SC),"0,693","0,690","0,790","0,610"
2125,São João do Ivaí (PR),"0,693","0,677","0,803","0,611"
2126,Barra do Bugres (MT),"0,693","0,684","0,818","0,595"
2127,Rio Pardo (RS),"0,693","0,702","0,846","0,560"
2128,Cafeara (PR),"0,693","0,683","0,811","0,602"
2129,Caiapônia (GO),"0,693","0,701","0,808","0,588"
2130,Canarana (MT),"0,693","0,735","0,825","0,549"
2131,Itaguari (GO),"0,693","0,683","0,817","0,596"
2132,Itaberá (SP),"0,693","0,652","0,803","0,636"
2133,São José da Bela Vista (SP),"0,693","0,679","0,844","0,580"
2134,Cristais (MG),"0,692","0,736","0,859","0,525"
2135,Caarapó (MS),"0,692","0,676","0,828","0,592"
2136,Ribeirãozinho (MT),"0,692","0,694","0,802","0,595"
2137,Inconfidentes (MG),"0,692","0,688","0,843","0,572"
2138,São Sebastião da Bela Vista (MG),"0,692","0,687","0,848","0,569"
2139,Recreio (MG),"0,692","0,668","0,841","0,589"
2140,Machadinho (RS),"0,692","0,711","0,807","0,577"
2141,Cerejeiras (RO),"0,692","0,688","0,799","0,602"
2142,Campos Belos (GO),"0,692","0,661","0,815","0,616"
2143,Querência (MT),"0,692","0,701","0,837","0,565"
2144,Santana (AP),"0,692","0,654","0,794","0,638"
2145,Bandeira do Sul (MG),"0,692","0,681","0,802","0,608"
2146,Cafezal do Sul (PR),"0,692","0,686","0,792","0,611"
2147,São Paulo das Missões (RS),"0,692","0,688","0,825","0,584"
2148,Feliz Natal (MT),"0,692","0,737","0,819","0,548"
2149,Bom Sucesso (MG),"0,692","0,680","0,808","0,602"
2150,Inaciolândia (GO),"0,692","0,683","0,822","0,591"
2151,Aperibé (RJ),"0,692","0,670","0,785","0,631"
2152,Camaragibe (PE),"0,692","0,656","0,805","0,628"
2153,Ouro Verde (SP),"0,692","0,666","0,814","0,612"
2154,Doresópolis (MG),"0,692","0,652","0,869","0,585"
2155,Romelândia (SC),"0,692","0,738","0,800","0,561"
2156,Brasópolis (MG),"0,692","0,697","0,841","0,566"
2157,Córrego Danta (MG),"0,692","0,683","0,844","0,575"
2158,Bossoroca (RS),"0,692","0,665","0,821","0,608"
2159,Córrego do Bom Jesus (MG),"0,692","0,665","0,840","0,592"
2160,Coqueiro Baixo (RS),"0,692","0,703","0,886","0,532"
2161,Santo Antônio da Barra (GO),"0,691","0,665","0,835","0,593"
2162,Itajá (GO),"0,691","0,692","0,835","0,570"
2163,Candeias (BA),"0,691","0,652","0,823","0,616"
2164,Poço Fundo (MG),"0,691","0,705","0,866","0,541"
2165,Marilândia do Sul (PR),"0,691","0,664","0,831","0,599"
2166,Turvelândia (GO),"0,691","0,671","0,813","0,605"
2167,Irecê (BA),"0,691","0,661","0,776","0,643"
2168,Itaguara (MG),"0,691","0,697","0,836","0,567"
2169,Caxambu do Sul (SC),"0,691","0,725","0,870","0,523"
2170,Santarém (PA),"0,691","0,632","0,807","0,648"
2171,Estiva (MG),"0,691","0,679","0,848","0,573"
2172,Nova Monte Verde (MT),"0,691","0,690","0,823","0,582"
2173,Conceição da Aparecida (MG),"0,691","0,688","0,847","0,566"
2174,Dom Pedro de Alcântara (RS),"0,691","0,697","0,820","0,577"
2175,Arambaré (RS),"0,691","0,694","0,833","0,570"
2176,Cambuci (RJ),"0,691","0,672","0,809","0,608"
2177,Iraí (RS),"0,691","0,684","0,819","0,590"
2178,Eldorado (SP),"0,691","0,633","0,847","0,615"
2179,Mara Rosa (GO),"0,691","0,680","0,838","0,579"
2180,Currais Novos (RN),"0,691","0,673","0,794","0,617"
2181,São Fidélis (RJ),"0,691","0,685","0,787","0,611"
2182,Porto Vera Cruz (RS),"0,690","0,661","0,827","0,600"
2183,Ilhéus (BA),"0,690","0,688","0,808","0,590"
2184,Quatis (RJ),"0,690","0,676","0,806","0,603"
2185,Major Vieira (SC),"0,690","0,653","0,817","0,617"
2186,Dom Aquino (MT),"0,690","0,687","0,806","0,593"
2187,Pilar do Sul (SP),"0,690","0,674","0,820","0,594"
2188,Itaúba (MT),"0,690","0,714","0,809","0,569"
2189,São Domingos do Prata (MG),"0,690","0,674","0,823","0,593"
2190,Santa Rita de Caldas (MG),"0,690","0,693","0,823","0,576"
2191,Curvelândia (MT),"0,690","0,658","0,811","0,615"
2192,Coronel Macedo (SP),"0,690","0,653","0,811","0,619"
2193,Campo Erê (SC),"0,690","0,702","0,787","0,595"
2194,Prudente de Morais (MG),"0,690","0,658","0,795","0,629"
2195,Lunardelli (PR),"0,690","0,655","0,826","0,607"
2196,Guarda-Mor (MG),"0,690","0,709","0,829","0,558"
2197,Nazareno (MG),"0,690","0,662","0,830","0,597"
2198,Camacho (MG),"0,690","0,639","0,840","0,612"
2199,Pompéu (MG),"0,689","0,694","0,834","0,564"
2200,Muliterno (RS),"0,689","0,740","0,808","0,547"
2201,Nova Hartz (RS),"0,689","0,694","0,836","0,563"
2202,Abadiânia (GO),"0,689","0,671","0,841","0,579"
2203,Figueirópolis (TO),"0,689","0,664","0,822","0,600"
2204,Tiradentes do Sul (RS),"0,689","0,705","0,815","0,569"
2205,Esperança Nova (PR),"0,689","0,690","0,799","0,594"
2206,Carmo da Mata (MG),"0,689","0,680","0,840","0,572"
2207,Abadia dos Dourados (MG),"0,689","0,693","0,839","0,563"
2208,Terra de Areia (RS),"0,689","0,699","0,829","0,565"
2209,São Gonçalo do Pará (MG),"0,689","0,682","0,842","0,570"
2210,Sertão Santana (RS),"0,689","0,737","0,832","0,534"
2211,Jaupaci (GO),"0,689","0,658","0,824","0,602"
2212,Jardim Alegre (PR),"0,689","0,696","0,827","0,569"
2213,Santo Afonso (MT),"0,689","0,655","0,834","0,599"
2214,Comodoro (MT),"0,689","0,687","0,840","0,567"
2215,Camanducaia (MG),"0,689","0,707","0,837","0,553"
2216,Jequitibá (MG),"0,689","0,777","0,854","0,492"
2217,Manhuaçu (MG),"0,689","0,692","0,839","0,563"
2218,Ponte Alta do Norte (SC),"0,689","0,661","0,819","0,605"
2219,Prados (MG),"0,689","0,660","0,865","0,574"
2220,Butiá (RS),"0,689","0,691","0,848","0,558"
2221,Quatro Irmãos (RS),"0,689","0,695","0,833","0,565"
2222,Rolador (RS),"0,689","0,676","0,834","0,579"
2223,Jaru (RO),"0,689","0,687","0,825","0,577"
2224,Itamarati de Minas (MG),"0,688","0,677","0,841","0,572"
2225,São José do Calçado (ES),"0,688","0,669","0,814","0,599"
2226,Nova Fátima (PR),"0,688","0,681","0,819","0,584"
2227,Aquidauana (MS),"0,688","0,690","0,840","0,562"
2228,Roque Gonzales (RS),"0,688","0,687","0,843","0,563"
2229,Italva (RJ),"0,688","0,692","0,792","0,595"
2230,Cristianópolis (GO),"0,688","0,703","0,838","0,554"
2231,Campinorte (GO),"0,688","0,685","0,841","0,565"
2232,Mangueirinha (PR),"0,688","0,695","0,811","0,579"
2233,Porto Barreiro (PR),"0,688","0,676","0,821","0,588"
2234,Santa Cruz de Goiás (GO),"0,688","0,700","0,827","0,563"
2235,Sarutaiá (SP),"0,688","0,679","0,794","0,603"
2236,Nova Guarita (MT),"0,688","0,671","0,812","0,597"
2237,Biquinhas (MG),"0,688","0,684","0,857","0,555"
2238,Novo Cabrais (RS),"0,688","0,697","0,852","0,548"
2239,Tocantins (MG),"0,688","0,682","0,800","0,597"
2240,Rolante (RS),"0,688","0,708","0,830","0,553"
2241,Álvaro de Carvalho (SP),"0,688","0,669","0,805","0,605"
2242,Vespasiano (MG),"0,688","0,677","0,811","0,592"
2243,Anita Garibaldi (SC),"0,688","0,667","0,826","0,592"
2244,Chapada dos Guimarães (MT),"0,688","0,677","0,833","0,578"
2245,Dom Cavati (MG),"0,688","0,660","0,784","0,630"
2246,Monte Belo (MG),"0,688","0,677","0,847","0,567"
2247,Jundiaí do Sul (PR),"0,688","0,660","0,817","0,605"
2248,Querência do Norte (PR),"0,688","0,667","0,808","0,604"
2249,São Francisco de Sales (MG),"0,688","0,711","0,867","0,528"
2250,Vila Rica (MT),"0,688","0,709","0,829","0,553"
2251,Guareí (SP),"0,687","0,692","0,805","0,583"
2252,São Lourenço do Sul (RS),"0,687","0,722","0,849","0,528"
2253,Parnaíba (PI),"0,687","0,658","0,816","0,604"
2254,São Joaquim (SC),"0,687","0,705","0,817","0,562"
2255,Trindade do Sul (RS),"0,687","0,675","0,787","0,610"
2256,Pontalina (GO),"0,687","0,710","0,835","0,547"
2257,Marques de Souza (RS),"0,687","0,743","0,849","0,515"
2258,Abatiá (PR),"0,687","0,676","0,804","0,596"
2259,Aceguá (RS),"0,687","0,703","0,852","0,541"
2260,Antonina (PR),"0,687","0,686","0,838","0,564"
2261,Altair (SP),"0,687","0,698","0,800","0,581"
2262,Araguaiana (MT),"0,687","0,671","0,817","0,591"
2263,Guaraíta (GO),"0,687","0,637","0,816","0,625"
2264,Angelina (SC),"0,687","0,699","0,797","0,581"
2265,Caldas (MG),"0,687","0,701","0,873","0,529"
2266,Wenceslau Braz (PR),"0,687","0,692","0,790","0,594"
2267,Varjão (GO),"0,687","0,698","0,813","0,572"
2268,Faxinal (PR),"0,687","0,697","0,796","0,584"
2269,Salto do Jacuí (RS),"0,687","0,693","0,837","0,558"
2270,Balsas (MA),"0,687","0,674","0,807","0,597"
2271,Dom Viçoso (MG),"0,687","0,617","0,819","0,641"
2272,Faria Lemos (MG),"0,687","0,678","0,800","0,598"
2273,Buriti de Goiás (GO),"0,687","0,707","0,806","0,570"
2274,Santana do Itararé (PR),"0,687","0,654","0,848","0,585"
2275,Planalto (RS),"0,687","0,674","0,807","0,597"
2276,Santa Lúcia (PR),"0,687","0,688","0,795","0,592"
2277,Arenópolis (GO),"0,687","0,674","0,826","0,582"
2278,Rio Azul (PR),"0,687","0,728","0,819","0,544"
2279,Jataizinho (PR),"0,687","0,669","0,845","0,574"
2280,Herval (RS),"0,687","0,730","0,843","0,527"
2281,Passa Tempo (MG),"0,687","0,676","0,808","0,594"
2282,Acreúna (GO),"0,686","0,710","0,822","0,553"
2283,Belo Oriente (MG),"0,686","0,655","0,813","0,606"
2284,Santo Antônio das Missões (RS),"0,686","0,672","0,835","0,576"
2285,Dores de Campos (MG),"0,686","0,671","0,823","0,585"
2286,Sidrolândia (MS),"0,686","0,694","0,829","0,561"
2287,Bom Sucesso (PR),"0,686","0,692","0,820","0,570"
2288,Pimenta (MG),"0,686","0,697","0,832","0,556"
2289,Jóia (RS),"0,686","0,671","0,841","0,572"
2290,Ponte Branca (MT),"0,686","0,684","0,806","0,585"
2291,Nova Canaã do Norte (MT),"0,686","0,692","0,815","0,572"
2292,Santa Maria da Serra (SP),"0,686","0,688","0,820","0,571"
2293,Serra Azul (SP),"0,686","0,697","0,810","0,572"
2294,Cabo de Santo Agostinho (PE),"0,686","0,654","0,812","0,609"
2295,Guanhães (MG),"0,686","0,683","0,820","0,576"
2296,Maracanaú (CE),"0,686","0,617","0,788","0,665"
2297,Panamá (GO),"0,686","0,688","0,818","0,574"
2298,Mundo Novo (MS),"0,686","0,707","0,808","0,565"
2299,Águas Lindas de Goiás (GO),"0,686","0,647","0,848","0,588"
2300,Leoberto Leal (SC),"0,686","0,740","0,818","0,533"
2301,Morretes (PR),"0,686","0,710","0,837","0,544"
2302,Vargeão (SC),"0,686","0,708","0,827","0,551"
2303,Viana (ES),"0,686","0,672","0,816","0,589"
2304,Campo do Tenente (PR),"0,686","0,661","0,806","0,606"
2305,Córrego do Ouro (GO),"0,686","0,696","0,803","0,578"
2306,Brejinho de Nazaré (TO),"0,686","0,635","0,820","0,619"
2307,General Câmara (RS),"0,686","0,704","0,832","0,552"
2308,Ipuiúna (MG),"0,686","0,723","0,866","0,516"
2309,Santana do Paraíso (MG),"0,685","0,663","0,878","0,552"
2310,São João D'Aliança (GO),"0,685","0,650","0,812","0,609"
2311,Arandu (SP),"0,685","0,675","0,806","0,592"
2312,Rio Piracicaba (MG),"0,685","0,670","0,794","0,605"
2313,Porto dos Gaúchos (MT),"0,685","0,703","0,815","0,561"
2314,Terezópolis de Goiás (GO),"0,685","0,655","0,799","0,615"
2315,Liberato Salzano (RS),"0,685","0,680","0,810","0,583"
2316,Resende Costa (MG),"0,685","0,689","0,823","0,568"
2317,Teixeira de Freitas (BA),"0,685","0,683","0,800","0,588"
2318,Caldazinha (GO),"0,685","0,669","0,814","0,591"
2319,Espírito Santo do Dourado (MG),"0,685","0,660","0,847","0,576"
2320,Ibema (PR),"0,685","0,664","0,786","0,615"
2321,Fazenda Nova (GO),"0,685","0,671","0,831","0,576"
2322,São Vicente do Sul (RS),"0,685","0,698","0,831","0,553"
2323,Erval Seco (RS),"0,685","0,666","0,821","0,589"
2324,Piranguçu (MG),"0,685","0,666","0,806","0,599"
2325,São Francisco de Paula (RS),"0,685","0,701","0,860","0,534"
2326,Colorado do Oeste (RO),"0,685","0,676","0,814","0,584"
2327,Comendador Levy Gasparian (RJ),"0,685","0,676","0,785","0,605"
2328,Conceição da Barra de Minas (MG),"0,685","0,668","0,815","0,590"
2329,Porto Vitória (PR),"0,685","0,674","0,796","0,600"
2330,Elói Mendes (MG),"0,685","0,688","0,838","0,558"
2331,Gramado dos Loureiros (RS),"0,685","0,662","0,832","0,584"
2332,Rochedo de Minas (MG),"0,684","0,663","0,849","0,569"
2333,Areal (RJ),"0,684","0,686","0,823","0,566"
2334,Catas Altas (MG),"0,684","0,665","0,828","0,582"
2335,Batayporã (MS),"0,684","0,702","0,814","0,559"
2336,Porteirão (GO),"0,684","0,716","0,827","0,541"
2337,Fronteira (MG),"0,684","0,693","0,871","0,530"
2338,São José do Barreiro (SP),"0,684","0,666","0,813","0,591"
2339,Brasilândia do Tocantins (TO),"0,684","0,640","0,831","0,601"
2340,Aimorés (MG),"0,684","0,685","0,810","0,576"
2341,Piraúba (MG),"0,684","0,673","0,843","0,564"
2342,Miracema do Tocantins (TO),"0,684","0,675","0,820","0,579"
2343,Senador José Bento (MG),"0,684","0,663","0,824","0,585"
2344,Antônio Prado de Minas (MG),"0,684","0,674","0,830","0,572"
2345,Professor Jamil (GO),"0,684","0,673","0,821","0,579"
2346,Novo Gama (GO),"0,684","0,664","0,851","0,567"
2347,Itarana (ES),"0,684","0,696","0,809","0,568"
2348,Eldorado (MS),"0,684","0,674","0,824","0,577"
2349,Mar de Espanha (MG),"0,684","0,694","0,825","0,558"
2350,Ribeirão das Neves (MG),"0,684","0,658","0,822","0,591"
2351,Santa Cruz do Xingu (MT),"0,684","0,704","0,828","0,550"
2352,Maçambará (RS),"0,684","0,664","0,832","0,580"
2353,Cunha (SP),"0,684","0,672","0,826","0,576"
